EmployeeNumber,Age,Department,JobRole,Gender,Education,MaritalStatus,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,Attrition
1736,31,Research & Development,Manufacturing Director,Female,1,Single,4,4,4,2,3,No,9,5,4,1,4,5238,20,No
1737,39,Research & Development,Laboratory Technician,Male,3,Married,3,4,4,3,2,Yes,9,9,8,5,8,6472,15,No
1739,32,Sales,Sales Executive,Male,3,Married,3,3,4,1,2,No,10,4,3,0,2,9610,13,No
1740,40,Sales,Manager,Male,4,Single,3,2,2,2,3,No,21,21,8,12,8,19833,14,No
1744,45,Human Resources,Human Resources,Female,3,Married,4,3,3,4,2,No,9,5,0,0,3,9756,21,No
1745,30,Research & Development,Research Scientist,Female,4,Single,3,1,4,3,2,No,10,9,7,0,7,4968,16,No
1746,24,Human Resources,Human Resources,Male,3,Married,3,4,1,3,2,No,3,2,2,2,1,2145,14,No
1747,30,Human Resources,Human Resources,Female,3,Divorced,3,4,3,2,0,No,6,4,2,1,2,2180,11,Yes
1749,31,Sales,Sales Executive,Male,3,Married,3,3,1,3,3,No,6,5,2,0,2,8346,19,No
1751,27,Research & Development,Research Scientist,Female,3,Single,3,4,3,2,5,No,6,6,2,1,4,3445,11,No
1752,29,Sales,Sales Representative,Female,3,Single,3,2,2,3,3,No,2,2,2,2,2,2760,13,Yes
1753,29,Research & Development,Healthcare Representative,Male,3,Single,3,3,4,4,5,Yes,10,3,2,0,2,6294,12,No
1754,30,Sales,Sales Executive,Male,2,Divorced,3,1,3,3,2,No,12,7,7,1,7,7140,11,No
1755,34,Research & Development,Research Scientist,Male,4,Married,3,4,4,3,3,Yes,6,5,0,1,2,2932,14,No
1756,33,Sales,Sales Executive,Female,3,Single,3,2,4,2,2,No,13,11,7,1,7,5147,15,No
1757,49,Sales,Sales Executive,Female,4,Single,3,4,4,4,1,No,8,5,1,0,4,4507,12,No
1758,33,Sales,Sales Executive,Female,3,Single,4,1,1,2,2,Yes,11,0,0,0,0,8564,20,Yes
1760,38,Research & Development,Laboratory Technician,Female,2,Married,3,2,3,2,4,No,9,6,1,0,5,2468,14,No
1761,31,Sales,Sales Executive,Male,4,Married,3,3,1,3,2,No,10,1,0,0,0,8161,13,Yes
1762,29,Research & Development,Research Scientist,Female,3,Divorced,3,1,4,3,2,No,1,1,0,0,0,2109,13,No
1763,30,Research & Development,Healthcare Representative,Male,3,Married,3,3,3,3,3,No,10,7,0,1,7,5294,16,No
1764,32,Research & Development,Research Scientist,Male,4,Single,3,2,2,3,3,No,12,7,7,0,7,2718,14,No
1766,38,Research & Development,Healthcare Representative,Male,3,Married,3,4,2,3,2,Yes,15,1,0,1,0,5811,16,No
1767,43,Research & Development,Research Scientist,Male,3,Married,3,3,3,3,4,Yes,6,1,0,0,0,2437,16,Yes
1768,42,Research & Development,Laboratory Technician,Male,3,Divorced,4,2,2,2,6,No,7,5,3,0,4,2766,22,No
1770,55,Research & Development,Research Director,Male,3,Married,3,1,3,3,2,No,34,1,0,0,0,19038,12,No
1771,33,Research & Development,Research Scientist,Male,3,Divorced,3,2,4,2,2,No,11,9,8,1,7,3055,15,No
1772,41,Research & Development,Laboratory Technician,Male,4,Divorced,4,1,3,3,2,No,5,5,3,0,4,2289,20,No
1774,34,Sales,Sales Executive,Male,3,Divorced,3,3,4,3,3,Yes,15,15,14,0,7,4001,14,No
1775,53,Research & Development,Manufacturing Director,Female,4,Married,4,3,1,2,2,Yes,27,3,2,0,2,12965,20,No
1778,43,Human Resources,Human Resources,Male,3,Single,3,4,2,3,5,No,10,9,7,1,8,3539,13,No
1779,34,Sales,Sales Executive,Female,2,Single,3,4,4,3,3,No,6,2,2,2,2,6029,12,No
1780,21,Sales,Sales Representative,Male,1,Single,3,2,2,3,3,No,1,1,0,1,0,2679,13,Yes
1782,38,Research & Development,Laboratory Technician,Female,2,Married,3,3,4,3,3,No,5,5,4,0,4,3702,11,No
1783,22,Research & Development,Laboratory Technician,Female,1,Married,3,1,3,3,6,Yes,1,1,0,0,0,2398,17,Yes
1784,31,Sales,Sales Executive,Female,4,Married,3,4,1,3,3,No,13,12,7,5,7,5468,14,No
1786,51,Research & Development,Manager,Female,3,Married,3,3,1,3,2,No,15,2,2,2,2,13116,11,No
1787,37,Sales,Sales Executive,Male,2,Married,3,2,2,3,2,No,5,5,2,0,3,4189,14,No
1789,46,Research & Development,Research Director,Male,4,Divorced,3,4,3,3,3,Yes,24,2,1,2,2,19328,17,No
1790,36,Research & Development,Healthcare Representative,Male,3,Married,3,1,4,3,1,Yes,15,12,8,5,7,8321,13,No
1792,44,Research & Development,Research Scientist,Male,2,Divorced,3,2,3,2,2,Yes,6,5,3,2,3,2342,12,Yes
1794,37,Human Resources,Human Resources,Male,2,Divorced,3,2,3,2,4,No,19,10,0,4,7,4071,13,No
1797,35,Sales,Sales Executive,Male,3,Single,3,4,3,3,2,Yes,10,10,7,7,7,5813,18,Yes
1798,33,Research & Development,Research Scientist,Male,4,Married,3,1,4,3,1,No,14,10,8,7,6,3143,19,No
1799,28,Research & Development,Research Scientist,Male,3,Married,3,4,3,4,6,No,5,5,3,0,3,2044,11,No
1800,39,Research & Development,Research Director,Male,1,Single,4,3,3,3,3,No,9,4,3,2,2,13464,21,No
1801,46,Sales,Sales Executive,Male,2,Single,3,2,2,3,3,No,6,2,2,2,2,7991,15,No
1802,40,Research & Development,Laboratory Technician,Female,2,Married,3,1,3,2,5,No,7,4,3,0,2,3377,17,No
1803,42,Research & Development,Healthcare Representative,Male,3,Married,3,1,2,2,2,No,10,0,0,0,0,5538,18,No
1804,35,Research & Development,Manufacturing Director,Male,2,Divorced,3,4,2,3,6,No,15,7,7,1,7,5762,14,No
1805,38,Human Resources,Human Resources,Male,3,Divorced,3,2,1,3,3,No,13,11,10,3,8,2592,13,No
1807,34,Research & Development,Laboratory Technician,Male,4,Married,3,1,4,2,3,No,11,7,1,0,7,5346,17,Yes
1809,37,Research & Development,Manufacturing Director,Male,4,Single,3,1,4,1,4,No,10,10,3,0,8,4213,15,Yes
1812,39,Sales,Sales Executive,Male,3,Divorced,3,4,3,3,6,No,7,2,1,2,2,4127,18,No
1813,43,Research & Development,Research Scientist,Male,3,Single,3,3,1,2,2,No,7,3,2,1,2,2438,13,No
1814,41,Research & Development,Healthcare Representative,Male,3,Single,3,2,2,1,3,No,11,3,2,1,2,6870,12,No
1815,41,Sales,Sales Executive,Female,1,Divorced,3,3,3,4,3,Yes,23,22,14,13,5,10447,13,No
1816,30,Research & Development,Manufacturing Director,Female,3,Single,3,3,1,3,3,No,9,7,7,0,2,9667,14,No
1818,26,Human Resources,Human Resources,Female,2,Married,3,2,4,3,3,Yes,6,5,1,1,4,2148,11,Yes
1821,46,Research & Development,Healthcare Representative,Female,2,Married,4,2,4,4,2,No,13,9,7,3,7,8926,22,Yes
1822,40,Research & Development,Healthcare Representative,Female,3,Divorced,3,4,3,3,3,No,12,5,3,0,3,6513,17,No
1823,34,Sales,Sales Executive,Male,2,Married,4,3,2,3,5,No,10,10,8,4,8,6799,21,No
1824,58,Sales,Manager,Male,3,Divorced,4,2,2,2,0,No,37,16,9,14,14,16291,22,No
1826,35,Research & Development,Laboratory Technician,Male,4,Married,3,3,2,4,2,No,6,5,4,0,3,2705,16,No
1827,47,Research & Development,Manufacturing Director,Female,3,Divorced,3,2,3,3,4,Yes,28,22,11,14,10,10333,12,No
1829,40,Research & Development,Healthcare Representative,Female,3,Divorced,3,1,2,3,3,No,15,7,4,7,7,4448,12,No
1830,54,Research & Development,Research Scientist,Female,4,Married,3,4,4,2,2,No,14,7,1,1,7,6854,15,No
1833,31,Sales,Sales Executive,Female,4,Married,3,1,1,3,3,No,9,3,2,2,2,9637,14,No
1834,28,Research & Development,Research Scientist,Female,3,Married,4,1,3,3,3,No,3,3,2,1,2,3591,25,No
1835,38,Sales,Sales Representative,Female,4,Married,4,4,2,2,4,Yes,20,4,2,0,3,5405,20,No
1836,26,Sales,Sales Executive,Male,3,Single,3,4,3,3,4,No,5,5,3,1,2,4684,13,No
1837,58,Research & Development,Research Director,Male,4,Married,3,3,1,3,3,Yes,23,2,2,2,2,15787,14,No
1839,18,Research & Development,Research Scientist,Female,3,Single,3,3,2,1,4,No,0,0,0,0,0,1514,16,No
1842,31,Human Resources,Human Resources,Male,5,Married,3,1,4,3,4,No,2,1,0,0,0,2956,17,Yes
1844,29,Human Resources,Human Resources,Male,3,Divorced,3,1,1,3,3,Yes,4,2,2,2,0,2335,15,Yes
1845,45,Sales,Sales Executive,Female,4,Married,4,3,3,4,3,No,10,8,7,5,7,5154,22,No
1847,36,Research & Development,Research Scientist,Female,4,Married,4,2,4,3,2,Yes,15,1,0,0,0,6962,22,No
1849,43,Sales,Sales Executive,Male,4,Married,4,4,1,3,5,No,7,7,7,7,7,5675,20,No
1850,27,Research & Development,Laboratory Technician,Female,2,Single,3,4,4,2,3,Yes,6,5,4,0,2,2379,14,No
1852,29,Research & Development,Laboratory Technician,Male,1,Married,3,4,4,4,3,No,11,11,8,3,10,3812,13,No
1853,32,Sales,Sales Executive,Male,4,Single,3,4,4,4,2,No,4,0,0,0,0,4648,13,No
1854,42,Research & Development,Research Scientist,Male,4,Married,4,3,3,2,1,No,10,6,3,3,3,2936,22,No
1856,47,Research & Development,Laboratory Technician,Female,4,Single,3,3,2,3,2,No,7,2,2,2,0,2105,12,No
1857,46,Research & Development,Manufacturing Director,Male,2,Divorced,3,4,4,2,4,No,12,9,8,4,7,8578,14,No
1858,28,Human Resources,Human Resources,Male,2,Divorced,3,4,3,3,2,No,3,3,2,2,2,2706,15,No
1859,29,Research & Development,Healthcare Representative,Male,1,Divorced,3,3,4,3,3,No,11,7,0,1,6,6384,17,No
1860,42,Research & Development,Laboratory Technician,Male,3,Single,3,3,4,3,3,No,8,0,0,0,0,3968,13,No
1862,32,Sales,Sales Executive,Male,4,Single,3,2,3,2,3,Yes,7,2,2,2,2,9907,12,Yes
1863,46,Sales,Sales Executive,Female,3,Divorced,3,1,1,3,5,No,25,19,17,2,8,13225,12,No
1864,27,Sales,Sales Representative,Female,1,Married,4,3,2,3,5,No,9,9,8,5,8,3540,21,No
1865,29,Human Resources,Human Resources,Male,1,Married,3,2,4,3,3,No,1,1,0,0,0,2804,11,No
1866,43,Research & Development,Manager,Female,3,Married,3,3,1,3,2,No,21,16,12,6,14,19392,13,No
1867,48,Research & Development,Research Director,Male,3,Married,3,2,4,3,3,No,29,22,10,12,9,19665,12,No
1868,29,Research & Development,Research Scientist,Male,2,Single,4,4,4,2,3,Yes,1,1,0,1,0,2439,24,Yes
1869,46,Sales,Sales Executive,Female,3,Married,4,2,3,3,2,No,14,8,7,0,7,7314,21,Yes
1870,27,Research & Development,Research Scientist,Female,3,Married,3,1,4,2,2,No,8,7,6,7,3,4774,19,No
1871,39,Research & Development,Research Scientist,Male,4,Divorced,3,4,4,3,2,No,7,2,2,2,2,3902,14,No
1873,55,Research & Development,Research Scientist,Male,4,Married,4,4,2,4,2,No,19,5,2,0,4,2662,20,No
1875,28,Sales,Sales Representative,Female,3,Married,3,2,2,3,3,No,1,1,0,0,0,2856,19,No
1876,30,Sales,Sales Representative,Male,3,Single,3,4,2,2,3,No,1,1,0,0,0,1081,13,Yes
1878,22,Research & Development,Research Scientist,Male,1,Single,4,2,4,3,2,Yes,1,1,0,0,0,2472,23,Yes
1880,36,Sales,Sales Executive,Female,4,Married,3,3,2,3,4,Yes,10,10,9,1,7,5673,13,No
1881,31,Research & Development,Laboratory Technician,Male,3,Divorced,3,3,2,3,2,No,10,10,8,0,2,4197,11,No
1882,34,Sales,Sales Executive,Male,3,Married,3,4,3,3,3,Yes,9,5,3,1,0,9713,13,No
1883,29,Research & Development,Laboratory Technician,Male,3,Single,3,1,4,3,2,No,11,3,2,1,2,2062,14,No
1885,37,Research & Development,Research Scientist,Male,4,Married,4,1,4,3,2,Yes,16,5,3,0,4,4284,22,No
1886,35,Research & Development,Manufacturing Director,Female,2,Married,3,2,4,3,2,Yes,4,3,2,0,2,4788,11,No
1888,45,Research & Development,Manufacturing Director,Female,2,Married,3,4,2,2,2,No,10,9,8,3,8,5906,13,No
1890,36,Human Resources,Human Resources,Male,1,Single,4,4,2,2,2,No,10,10,1,0,8,3886,21,No
1892,40,Research & Development,Manager,Male,4,Divorced,3,1,1,3,3,No,22,19,7,11,16,16823,11,No
1893,26,Research & Development,Research Scientist,Female,2,Married,3,3,2,2,3,Yes,1,1,0,1,0,2933,13,No
1898,27,Sales,Sales Executive,Female,2,Single,3,3,1,2,5,No,9,8,7,0,7,6500,14,No
1900,48,Research & Development,Manager,Female,3,Divorced,3,4,4,3,3,No,24,22,17,4,7,17174,11,No
1903,44,Research & Development,Healthcare Representative,Male,4,Married,3,1,2,3,5,No,10,2,0,2,2,5033,15,No
1905,34,Research & Development,Research Scientist,Male,4,Married,4,1,4,3,2,Yes,5,5,2,3,0,2307,23,Yes
1907,56,Research & Development,Laboratory Technician,Male,2,Single,3,4,1,3,3,No,5,4,2,1,0,2587,16,Yes
1908,36,Sales,Sales Executive,Male,2,Married,3,2,3,1,1,No,12,4,2,1,3,5507,16,No
1909,41,Sales,Sales Executive,Female,3,Married,4,2,3,3,3,No,14,5,4,1,4,4393,21,No
1911,42,Research & Development,Research Director,Male,3,Married,3,1,3,4,3,No,18,13,7,5,7,13348,13,No
1912,31,Sales,Sales Executive,Female,2,Divorced,3,4,3,3,2,Yes,8,5,2,1,4,6583,11,No
1915,34,Sales,Sales Executive,Female,1,Married,3,4,4,2,3,Yes,9,4,2,0,1,8103,12,No
1916,31,Research & Development,Laboratory Technician,Female,3,Divorced,3,3,1,2,0,No,4,2,2,2,2,3978,12,No
1918,26,Research & Development,Laboratory Technician,Male,3,Married,3,4,3,3,3,No,8,7,7,7,7,2544,18,No
1922,45,Research & Development,Healthcare Representative,Male,4,Single,3,3,2,3,3,No,12,4,2,0,3,5399,12,No
1924,33,Sales,Sales Executive,Male,4,Single,3,3,2,2,2,No,10,10,4,0,9,5487,14,No
1927,28,Sales,Sales Executive,Male,2,Married,3,4,3,3,2,Yes,7,7,7,0,7,6834,12,No
1928,29,Sales,Sales Representative,Male,3,Single,3,1,3,3,3,No,1,1,0,0,0,1091,17,Yes
1929,39,Sales,Sales Executive,Female,4,Married,3,3,1,3,1,No,10,3,2,1,2,5736,19,No
1931,27,Research & Development,Research Scientist,Male,4,Married,3,2,2,2,3,No,6,5,3,1,2,2226,11,No
1932,34,Research & Development,Research Scientist,Male,4,Married,3,4,3,3,3,Yes,16,15,10,6,11,5747,15,No
1933,28,Sales,Sales Executive,Female,2,Single,3,3,4,3,0,Yes,6,2,0,2,2,9854,11,Yes
1934,47,Research & Development,Research Scientist,Male,4,Married,3,2,3,4,4,No,16,8,7,1,7,5467,18,No
1935,56,Sales,Sales Executive,Female,5,Married,3,1,4,3,3,No,6,0,0,0,0,5380,16,No
1936,39,Research & Development,Manufacturing Director,Male,2,Married,4,1,1,3,3,No,10,10,0,7,9,5151,25,No
1937,38,Research & Development,Research Scientist,Female,3,Divorced,3,2,4,3,3,Yes,20,20,11,0,7,2133,16,No
1938,58,Sales,Manager,Female,3,Married,3,4,4,2,2,Yes,29,1,0,0,0,17875,13,No
1939,32,Research & Development,Research Scientist,Female,2,Single,3,3,1,3,2,Yes,8,4,1,0,3,2432,14,Yes
1940,38,Research & Development,Research Scientist,Male,2,Divorced,3,4,2,4,0,No,10,5,2,0,3,4771,19,No
1941,49,Research & Development,Research Director,Male,1,Married,3,4,2,3,3,No,28,5,4,4,3,19161,15,No
1943,42,Sales,Sales Executive,Male,4,Divorced,3,4,2,3,4,Yes,14,0,0,0,0,5087,12,No
1944,27,Human Resources,Human Resources,Female,3,Married,3,2,1,3,2,No,1,1,0,0,0,2863,12,Yes
1945,35,Sales,Sales Executive,Male,4,Married,3,1,2,1,2,No,6,5,3,0,4,5561,16,No
1947,28,Research & Development,Research Scientist,Male,3,Single,3,3,3,2,3,No,5,5,3,1,4,2144,14,No
1948,31,Research & Development,Research Scientist,Male,2,Divorced,3,1,3,4,3,Yes,4,4,2,2,3,3065,13,No
1949,36,Research & Development,Laboratory Technician,Male,4,Married,4,2,1,3,3,No,5,5,4,0,2,2810,22,No
1950,34,Sales,Sales Executive,Male,3,Single,4,4,1,2,3,No,14,14,8,2,1,9888,21,No
1951,34,Sales,Sales Executive,Male,4,Divorced,3,3,4,2,2,No,9,8,7,1,1,8628,18,No
1952,26,Research & Development,Laboratory Technician,Male,3,Single,3,1,3,2,6,No,8,7,7,7,6,2867,13,No
1954,29,Research & Development,Healthcare Representative,Male,3,Married,3,1,1,2,5,No,6,5,3,0,2,5373,12,No
1955,32,Research & Development,Healthcare Representative,Female,4,Divorced,3,4,3,3,6,No,9,5,1,1,2,6667,18,No
1956,31,Research & Development,Research Scientist,Male,3,Married,4,1,4,3,6,No,10,10,8,8,7,5003,21,No
1960,28,Research & Development,Laboratory Technician,Male,3,Divorced,3,4,3,2,2,No,6,4,1,0,3,2367,12,Yes
1961,38,Sales,Sales Representative,Male,3,Single,3,1,1,2,3,No,20,1,0,0,0,2858,14,No
1962,35,Sales,Sales Executive,Female,4,Married,3,4,3,3,2,Yes,10,10,8,0,9,5204,11,No
1965,27,Sales,Sales Executive,Male,3,Single,3,4,4,3,5,No,7,7,7,0,7,4105,14,No
1966,32,Research & Development,Manufacturing Director,Male,4,Single,4,4,4,3,1,No,8,1,0,0,0,9679,24,No
1967,31,Sales,Sales Executive,Male,4,Married,3,4,1,3,4,Yes,10,10,7,0,8,5617,11,Yes
1968,53,Sales,Sales Executive,Male,4,Single,3,1,1,2,2,Yes,15,2,2,2,2,10448,13,Yes
1969,54,Research & Development,Research Scientist,Female,2,Married,3,3,1,2,6,No,9,4,3,2,3,2897,11,No
1970,33,Research & Development,Healthcare Representative,Male,2,Divorced,4,3,4,3,2,No,9,9,7,2,8,5968,20,No
1971,43,Research & Development,Healthcare Representative,Male,3,Married,3,3,1,3,1,No,10,10,9,0,9,7510,17,No
1972,38,Human Resources,Human Resources,Male,4,Married,3,2,4,3,2,Yes,7,6,2,1,2,2991,11,No
1973,55,Human Resources,Manager,Male,4,Married,3,2,3,3,0,Yes,35,10,9,1,4,19636,18,No
1974,31,Research & Development,Laboratory Technician,Female,1,Divorced,3,4,4,3,4,Yes,1,1,0,0,0,1129,11,No
1975,39,Sales,Sales Executive,Male,4,Single,3,1,2,3,3,No,21,20,8,11,10,13341,12,No
1976,42,Research & Development,Research Scientist,Male,2,Single,3,3,4,3,2,No,20,20,9,3,7,4332,12,No
1979,31,Research & Development,Research Director,Female,3,Married,4,3,3,4,2,No,13,11,7,4,8,11031,20,No
1980,54,Research & Development,Manufacturing Director,Female,3,Single,3,1,3,3,3,Yes,9,5,2,1,4,4440,19,No
1981,24,Research & Development,Healthcare Representative,Male,2,Single,3,3,2,2,2,No,4,4,3,1,2,4617,12,No
1982,23,Research & Development,Laboratory Technician,Male,2,Single,3,4,4,4,6,No,5,5,2,1,4,2647,13,No
1985,40,Research & Development,Laboratory Technician,Female,3,Married,3,3,4,4,2,No,10,10,9,9,4,6323,11,No
1986,40,Sales,Sales Executive,Female,2,Married,3,2,2,3,4,No,15,11,8,5,10,5677,14,No
1987,25,Human Resources,Human Resources,Female,3,Married,3,2,3,3,3,No,6,2,0,1,2,2187,14,No
1989,30,Research & Development,Laboratory Technician,Male,2,Married,3,2,4,2,6,No,12,12,8,1,7,3748,13,No
1992,25,Research & Development,Laboratory Technician,Male,1,Divorced,3,3,4,2,2,Yes,7,2,2,0,2,3977,19,No
1993,47,Research & Development,Healthcare Representative,Male,3,Single,4,3,1,3,3,No,25,17,14,12,11,8633,23,No
1994,33,Research & Development,Laboratory Technician,Male,2,Divorced,3,3,2,2,2,No,1,1,1,0,0,2008,12,No
1995,38,Sales,Sales Executive,Male,4,Married,3,2,4,3,3,No,16,15,13,5,8,4440,15,No
1996,31,Sales,Sales Representative,Male,2,Married,3,3,1,3,1,No,3,2,2,1,2,3067,19,No
1997,38,Research & Development,Manufacturing Director,Male,4,Married,3,3,1,3,1,No,10,8,3,7,7,5321,11,No
1998,42,Research & Development,Research Scientist,Male,4,Divorced,3,1,4,2,3,Yes,9,4,3,1,2,5410,17,No
1999,41,Research & Development,Research Scientist,Male,3,Married,4,4,4,3,3,No,12,5,3,1,0,2782,22,No
2000,47,Research & Development,Research Director,Female,1,Married,3,2,3,1,3,No,14,13,8,5,12,11957,18,No
2003,35,Research & Development,Laboratory Technician,Male,4,Married,3,3,4,3,3,Yes,5,2,2,2,2,2660,11,No
2007,22,Research & Development,Research Scientist,Male,2,Single,3,3,4,4,2,No,4,3,2,1,2,3375,12,No
2008,35,Research & Development,Research Scientist,Male,4,Single,3,3,2,3,5,No,10,10,7,0,8,5098,19,No
2009,33,Research & Development,Healthcare Representative,Female,2,Married,3,4,2,3,6,Yes,10,9,7,8,1,4878,13,No
2010,32,Research & Development,Laboratory Technician,Female,4,Single,3,2,3,3,3,No,6,6,2,4,1,2837,13,No
2012,40,Research & Development,Laboratory Technician,Male,4,Married,3,4,1,2,3,No,8,1,0,0,0,2406,19,No
2013,32,Sales,Sales Representative,Male,4,Married,3,2,2,3,2,No,3,2,2,2,2,2269,14,No
2014,39,Research & Development,Research Scientist,Male,1,Single,3,4,1,3,2,No,18,7,7,1,7,4108,13,No
2015,38,Research & Development,Research Director,Female,3,Married,3,3,2,3,3,No,20,18,16,1,11,13206,12,No
2016,32,Sales,Sales Executive,Female,4,Married,3,4,3,3,3,No,14,14,10,5,7,10422,19,No
2017,37,Research & Development,Research Director,Female,3,Married,4,4,3,3,2,Yes,16,16,11,6,8,13744,25,No
2018,25,Sales,Sales Executive,Female,2,Divorced,4,3,1,2,3,Yes,6,5,3,0,4,4907,22,No
2019,52,Sales,Sales Representative,Male,4,Divorced,3,4,1,2,3,No,16,9,8,0,0,3482,15,No
2020,44,Research & Development,Research Scientist,Male,3,Single,3,4,2,3,2,Yes,6,4,3,1,2,2436,12,No
2021,21,Sales,Sales Representative,Male,1,Single,3,1,3,3,6,Yes,2,2,2,1,2,2380,11,No
2022,39,Research & Development,Manager,Male,3,Single,3,4,4,2,3,No,21,6,0,1,3,19431,13,No
2023,23,Sales,Sales Representative,Male,3,Married,3,1,4,2,3,No,1,1,0,1,0,1790,19,Yes
2024,36,Sales,Sales Executive,Female,3,Married,3,4,1,3,2,No,10,9,7,3,4,7644,19,No
2025,36,Research & Development,Manufacturing Director,Female,2,Divorced,3,2,4,3,3,No,18,4,2,0,2,5131,13,No
2026,56,Research & Development,Healthcare Representative,Male,4,Divorced,4,3,3,2,2,No,13,13,12,1,9,6306,21,No
2027,29,Research & Development,Research Scientist,Male,4,Married,3,4,1,4,3,Yes,4,2,2,2,2,4787,14,Yes
2031,42,Research & Development,Manager,Male,3,Married,3,3,1,2,2,No,24,22,6,4,14,18880,11,No
2032,56,Research & Development,Laboratory Technician,Male,2,Married,3,3,4,1,4,No,14,10,9,9,8,2339,11,Yes
2034,41,Research & Development,Manufacturing Director,Female,4,Married,4,2,1,3,3,No,21,20,7,0,10,13570,23,No
2035,34,Sales,Sales Executive,Female,3,Married,4,3,4,3,2,No,8,8,7,1,7,6712,21,No
2036,36,Sales,Sales Executive,Male,4,Divorced,4,4,4,2,4,No,15,15,12,11,11,5406,24,No
2037,41,Sales,Sales Executive,Male,3,Divorced,3,2,3,3,5,No,14,5,4,0,4,8938,11,No
2038,32,Research & Development,Research Scientist,Male,3,Single,3,1,4,3,4,No,4,4,2,1,2,2439,14,No
2040,35,Human Resources,Human Resources,Female,4,Single,3,4,3,3,2,Yes,9,9,0,1,7,8837,16,No
2041,38,Sales,Sales Executive,Female,2,Married,3,4,1,3,1,No,10,10,7,1,9,5343,11,No
2044,50,Sales,Sales Executive,Male,4,Divorced,3,3,2,3,3,No,12,6,3,0,1,6728,12,Yes
2045,36,Sales,Sales Executive,Female,4,Married,3,4,2,2,2,No,8,6,3,0,0,6652,13,No
2046,45,Sales,Sales Executive,Female,3,Single,3,3,4,3,3,No,8,5,3,0,1,4850,15,No
2048,40,Research & Development,Research Scientist,Male,4,Single,3,3,3,3,2,No,8,2,2,2,2,2809,14,No
2049,35,Research & Development,Healthcare Representative,Male,4,Married,3,3,3,4,2,Yes,10,10,2,0,2,5689,14,No
2051,40,Research & Development,Research Scientist,Female,4,Married,3,3,3,3,2,No,20,5,3,0,2,2001,14,No
2052,35,Research & Development,Research Scientist,Female,4,Married,3,4,3,3,5,No,4,4,3,1,1,2977,12,No
2053,29,Research & Development,Laboratory Technician,Male,2,Married,3,2,4,3,2,Yes,10,4,3,0,3,4025,13,No
2054,29,Research & Development,Research Scientist,Female,4,Single,3,1,4,1,3,No,5,5,4,0,4,3785,14,No
2055,50,Sales,Sales Executive,Male,3,Divorced,3,1,4,3,3,Yes,20,3,2,2,0,10854,13,Yes
2056,39,Sales,Sales Executive,Female,1,Married,3,4,2,2,2,No,21,20,9,9,6,12031,11,No
2057,31,Research & Development,Manufacturing Director,Male,3,Single,3,1,2,3,2,No,10,9,4,1,7,9936,19,No
2060,26,Sales,Sales Representative,Female,3,Single,3,3,4,3,2,No,5,4,2,0,0,2966,18,No
2061,36,Research & Development,Laboratory Technician,Male,2,Married,3,4,3,3,3,No,17,5,2,0,3,2571,17,No
2062,39,Research & Development,Healthcare Representative,Male,1,Married,3,1,4,3,5,No,9,7,7,1,7,9991,15,No
2064,27,Research & Development,Manufacturing Director,Male,3,Married,4,2,2,3,0,Yes,6,6,2,0,3,6142,20,No
2065,49,Sales,Sales Executive,Male,3,Married,3,2,4,2,3,No,17,9,6,0,8,5390,14,No
2068,34,Research & Development,Laboratory Technician,Male,3,Married,3,3,2,4,3,No,6,4,3,1,2,4404,12,No
